PC1,PC2,cluster
0.9248326656340013,-1.1224943976038138,1
0.3208770244808702,1.3172838333759582,3
0.7118241788918733,0.6619170772202995,3
0.6965186662168721,-0.8225378412211457,1
1.183879255775062,-0.7167133643663329,1
0.9423834798059885,-0.7582254126302285,1
-0.5790161462304845,-0.30157052883683755,2
-0.00918252890549301,0.11434379500612338,0
0.2892023575610855,1.478157010850742,3
-0.018439651088132503,-0.5853698702908777,2
-1.094149985857574,-0.46176081786259476,2
-0.9772925799405654,-0.1937093444838978,2
0.9377836816445584,-1.6969002740298442,1
2.264443917323568,0.13855862463362303,1
-0.16199613921037206,-0.10682625640424695,2
0.4056274841082552,0.46766430520989255,0
0.4413305600017423,-0.2568877789608328,1
0.5623721064714591,0.5596751801199553,1
1.1397393844890602,-0.23953827215015902,1
1.2543430952018626,-0.4339757699006055,1
-0.3684973670359497,-0.1748970368047093,2
2.056046679700687,0.4619395797295318,1
-0.0699164211235942,0.5881416818840013,0
1.517344002499508,-0.46562733793880495,1
0.551568475258834,-1.1735938834853021,1
-0.796880913982679,0.46327371491513925,0
-0.7258533390700972,-1.1402378690531934,2
0.10116147645123535,0.7023963174269867,3
1.8893166587074062,0.35198125561069427,1
0.5566775043030956,0.5667180281037674,3
0.965221301227392,0.42607035366041834,3
0.3981085730289534,0.2828113434112285,0
0.4770649975772945,0.9112449783275934,3
0.8169222973780331,-1.1200420722637316,1
1.1704788338422774,1.160571369960403,3
1.7248507707880412,0.7560654978876505,1
0.6301795750246791,-0.004103147074527309,3
0.5091647636877357,0.05997394238717337,1
0.6222767624466885,0.19651000906844235,3
-0.4668101712706355,0.9234903041790717,0
-0.3075476184279836,0.6066552762091615,3
0.1873765398460132,1.4040571153110064,3
0.056555435381922425,0.24354441298026666,3
0.5165570164276985,0.7551655636827185,0
0.10446103539231788,0.45927959079723296,0
-0.029304125203864162,0.4049702391824832,0
0.9930974017378114,0.3751545222955203,3
-0.22295605476925368,0.3183008716614414,0
-1.1910199120608325,-0.3601234005800449,2
0.7970150804438006,1.1040344783549267,3
0.0017820419475496618,0.8642739338637271,0
-0.7293056763920017,0.3964748863369605,0
1.397618752845995,0.23625730750606147,1
0.09414516029561315,-0.14413982136325929,0
-0.4182755536793257,0.621282111698909,0
1.3976821588504433,-0.7981669260414112,1
0.45483742666990046,1.2187323584369554,3
1.7293925149534835,-0.23706880807011863,1
1.4016503627537398,0.005740870151818699,1
0.6611315150324919,-0.8506103253552912,1
-0.1869651587677637,-0.8529143214692735,2
0.9397894211345279,0.03933342286695942,1
-0.1858501411073709,-0.1356843463109913,0
0.245087354614282,-0.07179706234260647,2
1.031094438356384,0.8803661557284587,3
1.530479930024653,-0.04233495315826317,1
0.7315350611385902,-0.9229878745058369,1
-0.40129503863357907,-0.010080129320980687,2
